dataset,cow_id,view,rgb_path,depth_path,view_ply_path,aligned_ply_path
CowDB,19,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/19/raw/right/rgb-13.24.42.444.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/19/raw/right/depth-13.24.42.444.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/19/right-13.24.42.444.ply,
CowDB,19,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/19/raw/top/rgb-13.24.42.449.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/19/raw/top/depth-13.24.42.449.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/19/top-13.24.42.449.ply,
CowDB,2,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/2/raw/left/rgb-12.15.22.153.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/2/raw/left/depth-12.15.22.153.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/2/left-12.15.22.153.ply,
CowDB,2,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/2/raw/right/rgb-12.15.22.188.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/2/raw/right/depth-12.15.22.188.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/2/right-12.15.22.188.ply,
CowDB,2,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/2/raw/top/rgb-12.15.22.142.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/2/raw/top/depth-12.15.22.142.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/2/top-12.15.22.142.ply,
CowDB,20,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/20/raw/left/rgb-13.27.56.516.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/20/raw/left/depth-13.27.56.516.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/20/left-13.27.56.516.ply,
CowDB,20,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/20/raw/right/rgb-13.27.56.550.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/20/raw/right/depth-13.27.56.550.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/20/right-13.27.56.550.ply,
CowDB,20,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/20/raw/top/rgb-13.27.56.530.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/20/raw/top/depth-13.27.56.530.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/20/top-13.27.56.530.ply,
CowDB,21,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/21/raw/left/rgb-13.31.25.512.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/21/raw/left/depth-13.31.25.512.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/21/left-13.31.25.512.ply,
CowDB,21,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/21/raw/right/rgb-13.31.25.534.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/21/raw/right/depth-13.31.25.534.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/21/right-13.31.25.534.ply,
CowDB,21,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/21/raw/top/rgb-13.31.25.505.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/21/raw/top/depth-13.31.25.505.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/21/top-13.31.25.505.ply,
CowDB,22,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/22/raw/left/rgb-13.41.45.421.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/22/raw/left/depth-13.41.45.421.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/22/left-13.41.45.421.ply,
CowDB,22,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/22/raw/right/rgb-13.41.45.457.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/22/raw/right/depth-13.41.45.457.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/22/right-13.41.45.457.ply,
CowDB,22,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/22/raw/top/rgb-13.41.45.435.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/22/raw/top/depth-13.41.45.435.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/22/top-13.41.45.435.ply,
CowDB,23,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/23/raw/left/rgb-13.45.59.320.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/23/raw/left/depth-13.45.59.320.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/23/left-13.45.59.320.ply,
CowDB,23,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/23/raw/right/rgb-13.45.59.323.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/23/raw/right/depth-13.45.59.323.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/23/right-13.45.59.323.ply,
CowDB,23,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/23/raw/top/rgb-13.45.59.353.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/23/raw/top/depth-13.45.59.353.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/23/top-13.45.59.353.ply,
CowDB,24,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/24/raw/left/rgb-13.49.32.026.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/24/raw/left/depth-13.49.32.026.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/24/left-13.49.32.026.ply,
CowDB,24,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/24/raw/right/rgb-13.49.32.068.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/24/raw/right/depth-13.49.32.068.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/24/right-13.49.32.068.ply,
CowDB,24,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/24/raw/top/rgb-13.49.32.005.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/24/raw/top/depth-13.49.32.005.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/24/top-13.49.32.005.ply,
CowDB,25,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/25/raw/left/rgb-13.52.04.637.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/25/raw/left/depth-13.52.04.637.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/25/left-13.52.04.637.ply,
CowDB,25,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/25/raw/right/rgb-13.52.04.645.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/25/raw/right/depth-13.52.04.645.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/25/right-13.52.04.645.ply,
CowDB,25,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/25/raw/top/rgb-13.52.04.612.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/25/raw/top/depth-13.52.04.612.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/25/top-13.52.04.612.ply,
CowDB,26,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/26/raw/left/rgb-13.56.26.530.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/26/raw/left/depth-13.56.26.530.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/26/left-13.56.26.530.ply,
CowDB,26,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/26/raw/right/rgb-13.56.26.505.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/26/raw/right/depth-13.56.26.505.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/26/right-13.56.26.505.ply,
CowDB,26,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/26/raw/top/rgb-13.56.26.514.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/26/raw/top/depth-13.56.26.514.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/26/top-13.56.26.514.ply,
CowDB,27,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/27/raw/left/rgb-15.30.41.988.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/27/raw/left/depth-15.30.41.988.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/27/left-15.30.41.988.ply,
CowDB,27,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/27/raw/right/rgb-15.30.41.954.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/27/raw/right/depth-15.30.41.954.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/27/right-15.30.41.954.ply,
CowDB,27,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/27/raw/top/rgb-15.30.41.933.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/27/raw/top/depth-15.30.41.933.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/27/top-15.30.41.933.ply,
CowDB,28,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/28/raw/left/rgb-15.36.47.065.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/28/raw/left/depth-15.36.47.065.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/28/left-15.36.47.065.ply,
CowDB,28,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/28/raw/right/rgb-15.36.47.043.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/28/raw/right/depth-15.36.47.043.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/28/right-15.36.47.043.ply,
CowDB,28,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/28/raw/top/rgb-15.36.47.071.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/28/raw/top/depth-15.36.47.071.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/28/top-15.36.47.071.ply,
CowDB,29,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/29/raw/left/rgb-15.40.36.618.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/29/raw/left/depth-15.40.36.618.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/29/left-15.40.36.618.ply,
CowDB,29,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/29/raw/right/rgb-15.40.36.609.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/29/raw/right/depth-15.40.36.609.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/29/right-15.40.36.609.ply,
CowDB,29,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/29/raw/top/rgb-15.40.36.619.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/29/raw/top/depth-15.40.36.619.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/29/top-15.40.36.619.ply,
CowDB,3,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/3/raw/left/rgb-12.20.11.699.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/3/raw/left/depth-12.20.11.699.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/3/left-12.20.11.699.ply,
CowDB,3,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/3/raw/right/rgb-12.20.11.688.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/3/raw/right/depth-12.20.11.688.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/3/right-12.20.11.688.ply,
CowDB,3,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/3/raw/top/rgb-12.20.11.691.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/3/raw/top/depth-12.20.11.691.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/3/top-12.20.11.691.ply,
CowDB,30,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/30/raw/left/rgb-15.47.25.690.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/30/raw/left/depth-15.47.25.690.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/30/left-15.47.25.690.ply,
CowDB,30,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/30/raw/right/rgb-15.47.25.700.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/30/raw/right/depth-15.47.25.700.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/30/right-15.47.25.700.ply,
CowDB,30,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/30/raw/top/rgb-15.47.25.695.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/30/raw/top/depth-15.47.25.695.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/30/top-15.47.25.695.ply,
CowDB,31,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/31/raw/left/rgb-15.51.03.994.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/31/raw/left/depth-15.51.03.994.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/31/left-15.51.03.994.ply,
CowDB,31,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/31/raw/right/rgb-15.51.04.030.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/31/raw/right/depth-15.51.04.030.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/31/right-15.51.04.030.ply,
CowDB,31,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/31/raw/top/rgb-15.51.04.027.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/31/raw/top/depth-15.51.04.027.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/31/top-15.51.04.027.ply,
CowDB,32,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/32/raw/left/rgb-15.54.43.763.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/32/raw/left/depth-15.54.43.763.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/32/left-15.54.43.763.ply,
CowDB,32,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/32/raw/right/rgb-15.54.43.785.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/32/raw/right/depth-15.54.43.785.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/32/right-15.54.43.785.ply,
CowDB,32,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/32/raw/top/rgb-15.54.43.783.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/32/raw/top/depth-15.54.43.783.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/32/top-15.54.43.783.ply,
CowDB,33,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/33/raw/left/rgb-16.03.23.517.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/33/raw/left/depth-16.03.23.517.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/33/left-16.03.23.517.ply,
CowDB,33,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/33/raw/right/rgb-16.03.23.521.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/33/raw/right/depth-16.03.23.521.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/33/right-16.03.23.521.ply,
CowDB,33,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/33/raw/top/rgb-16.03.23.566.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/33/raw/top/depth-16.03.23.566.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/33/top-16.03.23.566.ply,
CowDB,34,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/34/raw/left/rgb-16.06.11.590.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/34/raw/left/depth-16.06.11.590.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/34/left-16.06.11.590.ply,
CowDB,34,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/34/raw/right/rgb-16.06.11.678.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/34/raw/right/depth-16.06.11.678.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/34/right-16.06.11.678.ply,
CowDB,34,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/34/raw/top/rgb-16.06.11.574.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/34/raw/top/depth-16.06.11.574.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/34/top-16.06.11.574.ply,
CowDB,35,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/35/raw/left/rgb-16.09.46.499.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/35/raw/left/depth-16.09.46.499.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/35/left-16.09.46.499.ply,
CowDB,35,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/35/raw/right/rgb-16.09.46.474.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/35/raw/right/depth-16.09.46.474.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/35/right-16.09.46.474.ply,
CowDB,35,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/35/raw/top/rgb-16.09.46.466.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/35/raw/top/depth-16.09.46.466.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/35/top-16.09.46.466.ply,
CowDB,36,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/36/raw/left/rgb-16.12.14.094.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/36/raw/left/depth-16.12.14.094.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/36/left-16.12.14.094.ply,
CowDB,36,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/36/raw/right/rgb-16.12.14.081.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/36/raw/right/depth-16.12.14.081.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/36/right-16.12.14.081.ply,
CowDB,36,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/36/raw/top/rgb-16.12.14.052.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/36/raw/top/depth-16.12.14.052.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/36/top-16.12.14.052.ply,
CowDB,37,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/37/raw/left/rgb-16.15.30.371.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/37/raw/left/depth-16.15.30.371.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/37/left-16.15.30.371.ply,
CowDB,37,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/37/raw/right/rgb-16.15.30.372.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/37/raw/right/depth-16.15.30.372.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/37/right-16.15.30.372.ply,
CowDB,37,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/37/raw/top/rgb-16.15.30.350.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/37/raw/top/depth-16.15.30.350.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/37/top-16.15.30.350.ply,
CowDB,38,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/38/raw/left/rgb-16.18.17.813.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/38/raw/left/depth-16.18.17.813.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/38/left-16.18.17.813.ply,
CowDB,38,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/38/raw/right/rgb-16.18.17.817.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/38/raw/right/depth-16.18.17.817.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/38/right-16.18.17.817.ply,
CowDB,38,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/38/raw/top/rgb-16.18.17.823.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/38/raw/top/depth-16.18.17.823.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/38/top-16.18.17.823.ply,
CowDB,39,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/39/raw/left/rgb-16.21.22.385.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/39/raw/left/depth-16.21.22.385.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/39/left-16.21.22.385.ply,
CowDB,39,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/39/raw/right/rgb-16.21.22.394.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/39/raw/right/depth-16.21.22.394.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/39/right-16.21.22.394.ply,
CowDB,39,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/39/raw/top/rgb-16.21.22.404.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/39/raw/top/depth-16.21.22.404.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/39/top-16.21.22.404.ply,
CowDB,4,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/4/raw/left/rgb-12.24.08.077.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/4/raw/left/depth-12.24.08.077.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/4/left-12.24.08.077.ply,
