dataset,cow_id,view,image_path,weight_kg
CowDatabase2,75,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/75/raw_data/top/rgb.png,649.0
CowDatabase2,76,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/76/raw_data/left/rgb.png,632.0
CowDatabase2,76,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/76/raw_data/right/rgb.png,632.0
CowDatabase2,76,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/76/raw_data/top/rgb.png,632.0
CowDatabase2,77,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/77/raw_data/left/rgb.png,656.0
CowDatabase2,77,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/77/raw_data/right/rgb.png,656.0
CowDatabase2,77,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/77/raw_data/top/rgb.png,656.0
CowDatabase2,78,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/78/raw_data/left/rgb.png,588.0
CowDatabase2,78,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/78/raw_data/right/rgb.png,588.0
CowDatabase2,78,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/78/raw_data/top/rgb.png,588.0
CowDatabase2,79,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/79/raw_data/left/rgb.png,657.0
CowDatabase2,79,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/79/raw_data/right/rgb.png,657.0
CowDatabase2,79,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/79/raw_data/top/rgb.png,657.0
CowDatabase2,80,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/80/raw_data/left/rgb.png,650.0
CowDatabase2,80,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/80/raw_data/right/rgb.png,650.0
CowDatabase2,80,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/80/raw_data/top/rgb.png,650.0
CowDatabase2,81,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/81/raw_data/left/rgb.png,579.0
CowDatabase2,81,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/81/raw_data/right/rgb.png,579.0
CowDatabase2,81,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/81/raw_data/top/rgb.png,579.0
CowDatabase2,82,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/82/raw_data/left/rgb.png,613.0
CowDatabase2,82,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/82/raw_data/right/rgb.png,613.0
CowDatabase2,82,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/82/raw_data/top/rgb.png,613.0
CowDatabase2,83,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/83/raw_data/left/rgb.png,646.0
CowDatabase2,83,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/83/raw_data/right/rgb.png,646.0
CowDatabase2,83,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/83/raw_data/top/rgb.png,646.0
CowDatabase2,107,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/107/raw_data/left/rgb.png,589.0
CowDatabase2,107,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/107/raw_data/right/rgb.png,589.0
CowDatabase2,107,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/107/raw_data/top/rgb.png,589.0
CowDatabase2,84,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/84/raw_data/left/rgb.png,619.0
CowDatabase2,84,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/84/raw_data/right/rgb.png,619.0
CowDatabase2,84,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/84/raw_data/top/rgb.png,619.0
CowDatabase2,85,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/85/raw_data/left/rgb.png,618.0
CowDatabase2,85,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/85/raw_data/right/rgb.png,618.0
CowDatabase2,85,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/85/raw_data/top/rgb.png,618.0
CowDatabase2,86,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/86/raw_data/left/rgb.png,573.0
CowDatabase2,86,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/86/raw_data/right/rgb.png,573.0
CowDatabase2,86,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/86/raw_data/top/rgb.png,573.0
CowDatabase2,87,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/87/raw_data/left/rgb.png,603.0
CowDatabase2,87,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/87/raw_data/right/rgb.png,603.0
CowDatabase2,87,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/87/raw_data/top/rgb.png,603.0
CowDatabase2,88,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/88/raw_data/left/rgb.png,660.0
CowDatabase2,88,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/88/raw_data/right/rgb.png,660.0
CowDatabase2,88,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/88/raw_data/top/rgb.png,660.0
CowDatabase2,89,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/89/raw_data/left/rgb.png,556.0
CowDatabase2,89,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/89/raw_data/right/rgb.png,556.0
CowDatabase2,89,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/89/raw_data/top/rgb.png,556.0
CowDatabase2,90,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/90/raw_data/left/rgb.png,575.0
CowDatabase2,90,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/90/raw_data/right/rgb.png,575.0
CowDatabase2,90,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/90/raw_data/top/rgb.png,575.0
CowDatabase2,91,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/91/raw_data/left/rgb.png,645.0
CowDatabase2,91,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/91/raw_data/right/rgb.png,645.0
CowDatabase2,91,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/91/raw_data/top/rgb.png,645.0
CowDatabase2,92,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/92/raw_data/left/rgb.png,632.0
CowDatabase2,92,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/92/raw_data/right/rgb.png,632.0
CowDatabase2,92,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/92/raw_data/top/rgb.png,632.0
CowDatabase2,93,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/93/raw_data/left/rgb.png,566.0
CowDatabase2,93,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/93/raw_data/right/rgb.png,566.0
CowDatabase2,93,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/93/raw_data/top/rgb.png,566.0
CowDatabase2,94,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/94/raw_data/left/rgb.png,600.0
CowDatabase2,94,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/94/raw_data/right/rgb.png,600.0
CowDatabase2,94,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/94/raw_data/top/rgb.png,600.0
CowDatabase2,95,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/95/raw_data/left/rgb.png,679.0
CowDatabase2,95,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/95/raw_data/right/rgb.png,679.0
CowDatabase2,95,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/95/raw_data/top/rgb.png,679.0
CowDatabase2,96,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/96/raw_data/left/rgb.png,604.0
CowDatabase2,96,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/96/raw_data/right/rgb.png,604.0
CowDatabase2,96,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/96/raw_data/top/rgb.png,604.0
CowDatabase2,97,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/97/raw_data/left/rgb.png,665.0
CowDatabase2,97,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/97/raw_data/right/rgb.png,665.0
CowDatabase2,97,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/97/raw_data/top/rgb.png,665.0
CowDatabase2,98,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/98/raw_data/left/rgb.png,597.0
CowDatabase2,98,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/98/raw_data/right/rgb.png,597.0
CowDatabase2,98,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/98/raw_data/top/rgb.png,597.0
CowDatabase2,99,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/99/raw_data/left/rgb.png,570.0
CowDatabase2,99,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/99/raw_data/right/rgb.png,570.0
CowDatabase2,99,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/99/raw_data/top/rgb.png,570.0
CowDatabase2,100,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/100/raw_data/left/rgb.png,605.0
CowDatabase2,100,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/100/raw_data/right/rgb.png,605.0
CowDatabase2,100,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/100/raw_data/top/rgb.png,605.0
CowDatabase2,101,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/101/raw_data/left/rgb.png,595.0
CowDatabase2,101,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/101/raw_data/right/rgb.png,595.0
CowDatabase2,101,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/101/raw_data/top/rgb.png,595.0
CowDatabase2,102,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/102/raw_data/left/rgb.png,596.0
CowDatabase2,102,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/102/raw_data/right/rgb.png,596.0
CowDatabase2,102,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/102/raw_data/top/rgb.png,596.0
CowDatabase2,103,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/103/raw_data/left/rgb.png,648.0
CowDatabase2,103,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/103/raw_data/right/rgb.png,648.0
CowDatabase2,103,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/103/raw_data/top/rgb.png,648.0
CowDatabase2,104,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/104/raw_data/left/rgb.png,607.0
CowDatabase2,104,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/104/raw_data/right/rgb.png,607.0
CowDatabase2,104,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/104/raw_data/top/rgb.png,607.0
CowDatabase2,105,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/105/raw_data/left/rgb.png,648.0
CowDatabase2,105,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/105/raw_data/right/rgb.png,648.0
CowDatabase2,105,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/105/raw_data/top/rgb.png,648.0
CowDatabase2,106,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/106/raw_data/left/rgb.png,582.0
CowDatabase2,106,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/106/raw_data/right/rgb.png,582.0
CowDatabase2,106,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/106/raw_data/top/rgb.png,582.0
CowDatabase2,108,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/108/raw_data/left/rgb.png,581.0
CowDatabase2,108,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/108/raw_data/right/rgb.png,581.0
CowDatabase2,108,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/108/raw_data/top/rgb.png,581.0
CowDatabase2,109,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/109/raw_data/left/rgb.png,582.0
CowDatabase2,109,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/109/raw_data/right/rgb.png,582.0
CowDatabase2,109,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/109/raw_data/top/rgb.png,582.0
CowDatabase2,110,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/110/raw_data/left/rgb.png,605.0
CowDatabase2,110,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/110/raw_data/right/rgb.png,605.0
CowDatabase2,110,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/110/raw_data/top/rgb.png,605.0
CowDatabase2,111,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/111/raw_data/left/rgb.png,592.0
CowDatabase2,111,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/111/raw_data/right/rgb.png,592.0
CowDatabase2,111,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/111/raw_data/top/rgb.png,592.0
CowDatabase2,112,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/112/raw_data/left/rgb.png,603.0
CowDatabase2,112,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/112/raw_data/right/rgb.png,603.0
CowDatabase2,112,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/112/raw_data/top/rgb.png,603.0
